Issue Type,File Path,Line Number,Issue Description,Severity,Recommendation,Impact,Module,Feature
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/OWO/SLOWOViewModelTests+Extension.swift","335","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/OWO/SLOWOViewModelTests+SLOWOUseCase.swift","74","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/OWO/SLOWOViewModelTests+SLOWOUseCase.swift","115","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/OWO/SLOWOViewModelTests+SLOWOUseCase.swift","127","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Employee/SLEmployeeDetailsViewModelTests+Extension2.swift","61","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Employee/SLEmployeeDetailsViewModelTests+Extension2.swift","74","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Employee/SLEmployeeDetailsViewModelTests+Extension2.swift","100","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Employee/SLEmployeeDetailsViewModelTests+Extension2.swift","140","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Employee/SLEmployeeDetailsViewModelTests+Extension2.swift","156","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Employee/SLEmployeeDetailsViewModelTests+Extension2.swift","183","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Employee/SLEmployeeDetailsViewModelTests+Extension2.swift","198","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Employee/SLEmployeeDetailsViewModelTests+Extension.swift","31","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/ComMessage/CommunicationMsgViewModelTest.swift","111","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/ComMessage/CommunicationMsgViewModelTest.swift","126","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/ComMessage/CommunicationMsgViewModelTest.swift","167","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/ComMessage/CommunicationMsgViewModelTest.swift","183","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Reports/SLReportingViewModelTest.swift","158","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Reports/SLReportingViewModelTest.swift","169","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Reports/SLReportingViewModelTest.swift","212","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Reports/SLReportingViewModelTest.swift","248","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/ViewModel/Reports/SLReportingViewModelTest.swift","277","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/OAS/SLOASViewModelTest.swift","98","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/OAS/SLOASViewModelTest.swift","124","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/OAS/SLOASViewModelTests+ZoneUser.swift","22","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/OAS/SLOASViewModelTests+ZoneUser.swift","305","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/SalesLeadPlus/Presentation/OAS/SLOASViewModelTests+ZoneUser.swift","357","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SalesLeadPlus"
"UI Performance","SalesProPlusTests/XPCPlusViewModelTest/XPCEquipActionItemViewModelTests.swift","67","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","XPCPlusViewModelTest"
"UI Performance","SalesProPlusTests/XPCPlusViewModelTest/XPCEquipActionItemViewModelTests.swift","80","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","XPCPlusViewModelTest"
"UI Performance","SalesProPlusTests/XPCPlusViewModelTest/XPCPromoActionItemViewModelTests.swift","62","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","XPCPlusViewModelTest"
"UI Performance","SalesProPlusTests/SPPContractingIntegration/AccountsViewModelTest+Extn1.swift","115","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SPPContractingIntegration"
"UI Performance","SalesProPlusTests/SPPContractingIntegration/AccountsViewModelTest+Extn1.swift","125","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SPPContractingIntegration"
"UI Performance","SalesProPlusTests/SPPContractingIntegration/AccountsViewModelTest+Extn1.swift","134","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SPPContractingIntegration"
"UI Performance","SalesProPlusTests/SPPContractingIntegration/AccountsViewModelTest+Extn2.swift","43","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SPPContractingIntegration"
"UI Performance","SalesProPlusTests/SPPContractingIntegration/AccountsViewModelTest+Extn2.swift","53","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SPPContractingIntegration"
"UI Performance","SalesProPlusTests/SPPContractingIntegration/AccountsViewModelTest+Extn2.swift","62","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","SPPContractingIntegration"
"UI Performance","SalesProPlusTests/Issues/XPCIssueViewModelTests.swift","62","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","Issues"
"UI Performance","SalesProPlusTests/Location Insights/MockLocationInsightsManager.swift","34","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","SalesProPlusTests","Location"
"UI Performance","Common/SelfService/View/AutoSizingTextView.swift","45","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","Common","SelfService"
"UI Performance","Common/SelfService/SelfServiceViewModel.swift","279","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","Common","SelfService"
"UI Performance","Common/UIComponents/DropDown/DropMenu/DropDownMenu.swift","114","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","Common","UIComponents"
"UI Performance","Common/UIComponents/CollectionView/CollectionView.swift","79","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","Common","UIComponents"
"UI Performance","Common/UIComponents/Signature/SignatureSubmitFooter.swift","43","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","Common","UIComponents"
"UI Performance","Common/UIComponents/TextField/TextViewWrapper.swift","79","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","Common","UIComponents"
"UI Performance","Common/UIComponents/PDFViews/SaveToPDFView.swift","69","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","Common","UIComponents"
"UI Performance","Common/UIComponents/PDFViews/SaveToPDFView.swift","117","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","Common","UIComponents"
"UI Performance","Common/UIComponents/PDFViews/PDFCreationView.swift","57","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","Common","UIComponents"
"UI Performance","Common/UIComponents/TaskView/AddAttachmentView.swift","165","Complex UI update on main thread","Medium","Minimize work in main thread UI updates","Internal performance degradation","Common","UIComponents"
